NCBI_Accession	Cluster_Name	FinalGCFs	Species	Kingdom	Phylum	Fungal_Class	Order	Family	Genus
GCA_007994515.1	1026_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_005930515.1	1010_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_004141715.1	906_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003957675.1	893_Fusarium_euwallaceae	8*	Fusarium_euwallaceae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615215.1	870_Fusarium_proliferatum	8*	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615185.1	867_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615165.1	864_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013266165.1	1370_Fusarium_graminum	8*	Fusarium_graminum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615155.1	861_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615095.1	857_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615085.1	853_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615075.1	851_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003290285.1	823_Fusarium_proliferatum	8*	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003033665.1	777_Fusarium_culmorum	8*	Fusarium_culmorum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003012315.1	754_Fusarium_sporotrichioides	8*	Fusarium_sporotrichioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_002894225.1	735_Fusarium_nygamai	8*	Fusarium_nygamai	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_002352725.1	680_Fusarium_graminearum	8*	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_001703955.2	568_Fusarium_pseudograminearum	8*	Fusarium_pseudograminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_001702695.2	567_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_001675295.1	557_Fusarium_poae	8*	Fusarium_poae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003615115.1	858_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013363075.1	1384_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013364935.1	1386_Fusarium_anthophilum	8*	Fusarium_anthophilum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013395995.1	1415_Fusarium_pseudoanthophilum	8*	Fusarium_pseudoanthophilum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744355.1	3196_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744135.1	3176_Fusarium_venenatum	8*	Fusarium_venenatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_019609905.1	1674_Fusarium_poae	8*	Fusarium_poae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_019425555.1	1653_Fusarium_venenatum	8*	Fusarium_venenatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_019157295.1	1646_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003698175.1	877_Fusarium_kuroshium	6*	Fusarium_kuroshium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018894095.1	1627_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296345.1	1596_Fusarium_xylarioides	8*	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296325.1	1594_Fusarium_xylarioides	8*	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296305.1	1592_Fusarium_xylarioides	8*	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296285.1	1587_Fusarium_xylarioides	8*	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296265.1	1584_Fusarium_xylarioides	8*	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296245.1	1580_Fusarium_xylarioides	8*	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_017309895.1	1575_Fusarium_proliferatum	8*	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_017309875.1	1572_Fusarium_proliferatum	8*	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_017309865.1	1569_Fusarium_proliferatum	8*	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_014154955.1	1490_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013758895.1	1477_Fusarium_bulbicola	8*	Fusarium_bulbicola	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396195.1	1450_Fusarium_tjaetaba	8*	Fusarium_tjaetaba	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396175.1	1440_Fusarium_denticulatum	8*	Fusarium_denticulatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396165.1	1439_Fusarium_globosum	8*	Fusarium_globosum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396075.1	1430_Fusarium_subglutinans	8*	Fusarium_subglutinans	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396035.1	1426_Fusarium_pseudocircinatum	8*	Fusarium_pseudocircinatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396025.1	1423_Fusarium_phyllophilum	8*	Fusarium_phyllophilum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396015.1	1422_Fusarium_mexicanum	8*	Fusarium_mexicanum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_001023065.1	442_Fusarium_fujikuroi	8*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744455.1	3220_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_001023045.1	437_Fusarium_fujikuroi	8*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000599445.1	251_Fusarium_graminearum	8*	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_009663095.1	1090_Fusarium_fujikuroi	6*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_014154955.1	1489_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013781345.1	1480_Fusarium_coicis	6*	Fusarium_coicis	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013758895.1	1476_Fusarium_bulbicola	6*	Fusarium_bulbicola	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396295.1	1460_Fusarium_heterosporum	6*	Fusarium_heterosporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396205.1	1453_Fusarium_mundagurra	6*	Fusarium_mundagurra	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396195.1	1448_Fusarium_tjaetaba	6*	Fusarium_tjaetaba	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396185.1	1447_Fusarium_circinatum	6*	Fusarium_circinatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396175.1	1441_Fusarium_denticulatum	6*	Fusarium_denticulatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396165.1	1437_Fusarium_globosum	6*	Fusarium_globosum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396075.1	1432_Fusarium_subglutinans	6*	Fusarium_subglutinans	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_017309865.1	1568_Fusarium_proliferatum	6*	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396035.1	1429_Fusarium_pseudocircinatum	6*	Fusarium_pseudocircinatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396005.1	1417_Fusarium_napiforme	6*	Fusarium_napiforme	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013395995.1	1414_Fusarium_pseudoanthophilum	6*	Fusarium_pseudoanthophilum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013364935.1	1387_Fusarium_anthophilum	6*	Fusarium_anthophilum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013363075.1	1385_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013266205.1	1374_Fusarium_decemcellulare	6*	Fusarium_decemcellulare	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013266175.1	1371_Fusarium_gaditjirri	6*	Fusarium_gaditjirri	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013266165.1	1369_Fusarium_graminum	6*	Fusarium_graminum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013085055.1	1328_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_013396195.1	3743_Fusarium_tjaetaba	xan*	Fusarium_tjaetaba	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_012932025.1	1311_Fusarium_austroafricanum	6*	Fusarium_austroafricanum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_012931995.1	1309_Fusarium_albosuccineum	6*	Fusarium_albosuccineum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_013396025.1	1425_Fusarium_phyllophilum	6*	Fusarium_phyllophilum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_017309875.1	1571_Fusarium_proliferatum	6*	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_017309895.1	1574_Fusarium_proliferatum	6*	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296245.1	1581_Fusarium_xylarioides	6*	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000350365.1	184_Fusarium_odoratissimum	8*	Fusarium_odoratissimum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000350345.1	183_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000303195.2	143_Fusarium_pseudograminearum	8*	Fusarium_pseudograminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000271745.2	137_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000271705.2	135_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000260495.2	124_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000260235.2	121_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000260215.2	118_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000260195.2	116_Fusarium_odoratissimum	8*	Fusarium_odoratissimum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000260175.2	112_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000260155.3	109_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000260075.2	108_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000259975.2	103_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000240135.3	100_Fusarium_graminearum	8*	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000222805.1	93_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_000149955.2	44_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_019915245.1	1690_Fusarium_musae	6*	Fusarium_musae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_019425555.1	1652_Fusarium_venenatum	6*	Fusarium_venenatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_019157275.1	1641_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018894095.1	1629_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296345.1	1597_Fusarium_xylarioides	6*	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296325.1	1593_Fusarium_xylarioides	6*	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296305.1	1589_Fusarium_xylarioides	6*	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296285.1	1588_Fusarium_xylarioides	6*	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_018296265.1	1582_Fusarium_xylarioides	6*	Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_001023035.1	433_Fusarium_fujikuroi	8*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020796175.1	3245_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_019157275.1	1643_Fusarium_oxysporum	8*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900029915.1	3258_Fusarium_proliferatum	8*	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_901446245.1	3306_Fusarium_graminearum	6*	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900492705.2	3304_Fusarium_graminearum	6*	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900096705.1	3293_Fusarium_fujikuroi	6*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900096695.1	3288_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900096685.1	3285_Fusarium_fujikuroi	6*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900096635.1	3282_Fusarium_fujikuroi	6*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900096625.1	3281_Fusarium_fujikuroi	6*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900096615.1	3278_Fusarium_fujikuroi	6*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900096605.1	3276_Fusarium_fujikuroi	6*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900096505.1	3272_Fusarium_fujikuroi	6*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900079805.1	3269_Fusarium_fujikuroi	6*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_901677955.1	3309_Fusarium_fujikuroi	6*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900067095.1	3263_Fusarium_proliferatum	6*	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900029915.1	3259_Fusarium_proliferatum	6*	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900007375.1	3253_Fusarium_venenatum	6*	Fusarium_venenatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020796175.1	3244_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744515.1	3225_Fusarium_tricinctum	6*	Fusarium_tricinctum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744495.1	3223_Fusarium_solani	6*	Fusarium_solani	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744475.1	3221_Fusarium_redolens	6*	Fusarium_redolens	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900007375.1	3256_Fusarium_venenatum	8*	Fusarium_venenatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_005930515.1	1008_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_007994515.1	1024_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744355.1	3197_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744135.1	3178_Fusarium_venenatum	6*	Fusarium_venenatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900044065.1	3261_Fusarium_mangiferae	6*	Fusarium_mangiferae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744115.1	3172_Fusarium_tricinctum	6*	Fusarium_tricinctum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_901677965.1	3310_Fusarium_fujikuroi	6*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_905332025.1	3331_Fusarium_graminearum	6*	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744385.1	3203_Fusarium_flagelliforme	83	Fusarium_flagelliforme	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_019609905.1	1673_Fusarium_poae	197	Fusarium_poae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_019609905.1	3776_Fusarium_poae	197	Fusarium_poae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744515.1	3224_Fusarium_tricinctum	83	Fusarium_tricinctum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_900007375.1	3255_Fusarium_venenatum	83	Fusarium_venenatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003947005.1	889_Fusarium_floridanum	6*	Fusarium_floridanum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_910393935.1	3350_Fusarium_equiseti	83	Fusarium_equiseti	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_003316985.1	3650_Fusarium_coffeatum	83	Fusarium_coffeatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_019609905.1	3772_Fusarium_poae	83	Fusarium_poae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_000303195.2	3454_Fusarium_pseudograminearum	6*	Fusarium_pseudograminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_000271745.1	3448_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_902702945.1	3325_Fusarium_fujikuroi	6*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_000260195.1	3445_Fusarium_odoratissimum	6*	Fusarium_odoratissimum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_900007375.1	3785_Fusarium_venenatum	83	Fusarium_venenatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_000151355.1	3411_Fusarium_vanettenii	6*	Fusarium_vanettenii	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003947045.1	891_Fusarium_ambrosium	6*	Fusarium_ambrosium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_003957675.1	892_Fusarium_euwallaceae	6*	Fusarium_euwallaceae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_000149955.1	3399_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_004141715.1	908_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_910393935.1	3351_Fusarium_equiseti	6*	Fusarium_equiseti	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_905359485.1	3345_Fusarium_graminearum	6*	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_905359475.1	3341_Fusarium_graminearum	6*	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_905359465.1	3338_Fusarium_graminearum	6*	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_905359455.1	3337_Fusarium_graminearum	6*	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_000240135.3	3441_Fusarium_graminearum	6*	Fusarium_graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_009663055.1	1085_Fusarium_fujikuroi	6*	Fusarium_fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCA_020744455.1	3218_Fusarium_oxysporum	6*	Fusarium_oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_900067095.1	3793_Fusarium_proliferatum	8*	Fusarium_proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_900007375.1	3783_Fusarium_venenatum	8*	Fusarium_venenatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_019609905.1	3773_Fusarium_poae	8*	Fusarium_poae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_013396195.1	3745_Fusarium_tjaetaba	8*	Fusarium_tjaetaba	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
GCF_013396075.1	3741_Fusarium_subglutinans	8*	Fusarium_subglutinans	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
