"Table S1: Accession, taxonomy, isocyanide synthase count, and busco counts for all of the NCBI annotated genomes analyed for this study."											
											
Accession	ICS_Count	Kingdom	Phylum	Fungal_Class	Order	Family	Genus	Species	Buscos (out of 290)	BuscoScore	
GCA_001632425.1	0	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Neolentinus	Neolentinus_lepideus	287	0.989655172	
GCA_001632435.1	0	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Calocera	Calocera_cornea	281	0.968965517	
GCA_001632445.1	0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_sp_CONT	281	0.968965517	
GCA_001633055.2	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps_polyrhachisfurcata	264	0.910344828	
GCA_001636715.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ascosphaeraceae	Ascosphaera	Ascosphaera_apis	267	0.920689655	
GCA_001638945.1	0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_lusitanicus	212	0.731034483	
GCA_001640025.2	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Sugiyamaella	Sugiyamaella_lignohabitans	226	0.779310345	
GCA_001641265.1	0	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus_destructans	283	0.975862069	
GCA_001642395.1	0	Fungi	Microsporidia				Nematocida	Nematocida_displodere	229	0.789655172	
GCA_001642415.1	0	Fungi	Microsporidia				Nematocida	Nematocida_sp_ERTm5	236	0.813793103	
GCA_001645005.2	0	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia_caries	260	0.896551724	
GCA_001645015.2	0	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia_indica	274	0.944827586	
GCA_001645045.2	0	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia_controversa	267	0.920689655	
GCA_001645055.2	0	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia_walkeri	277	0.955172414	
GCA_001646985.1	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea_multimorphosa	284	0.979310345	
GCA_001651415.1	0	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_elongata	231	0.796551724	
GCA_001651985.1	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea_erecta	284	0.979310345	
GCA_001658105.1	0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_vinicolor	282	0.972413793	
GCA_001661235.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_membranifaciens	285	0.982758621	
GCA_001661245.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Pachysolen	Pachysolen_tannophilus	277	0.955172414	
GCA_001661265.1	0	Fungi	Ascomycota				Saitoella	Saitoella_complicata	269	0.927586207	
GCA_001661315.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales		Nadsonia	Nadsonia_fulvescens	261	0.9	
GCA_001661325.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces_starkeyi	273	0.94137931	
GCA_001661335.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Babjeviella	Babjeviella_inositovora	278	0.95862069	
GCA_001661345.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Ascoideaceae	Ascoidea	Ascoidea_rubescens	278	0.95862069	
GCA_001661425.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Candida_arabinofermentans	279	0.962068966	
GCA_001661475.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trigonopsidaceae	Tortispora	Tortispora_caseinolytica	265	0.913793103	
GCA_001662575.1	0	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus_sp_233421I1	283	0.975862069	
GCA_001662585.1	0	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus_sp_WSF_3629	287	0.989655172	
GCA_001662595.1	0	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus_sp_24MN13	246	0.848275862	
GCA_001662605.1	0	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus_sp_05NY08	280	0.965517241	
GCA_001662645.1	0	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus_sp_03VT05	286	0.986206897	
GCA_001662655.1	0	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus_verrucosus	283	0.975862069	
GCA_001664045.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Ogataea_polymorpha	278	0.95862069	
GCA_001683725.1	0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	Choanephora	Choanephora_cucurbitarum	236	0.813793103	
GCA_001683735.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Grifolaceae	Grifola	Grifola_frondosa	238	0.820689655	
GCA_001687445.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae	Obba	Obba_rivulosa	286	0.986206897	
GCA_001691755.2	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_polypyramis	235	0.810344828	
GCA_001691775.3	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_inopinata	261	0.9	
GCA_001691785.2	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_brunnescens	229	0.789655172	
GCA_001691835.3	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella	Volvariella_volvacea	244	0.84137931	
GCA_001692915.1	0	Fungi	Ascomycota	Dothideomycetes		Gloniaceae	Glonium	Glonium_stellatum	278	0.95862069	
GCA_001708085.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	Komagataella_phaffii	277	0.955172414	
GCA_001708105.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	Komagataella_pastoris	276	0.951724138	
GCA_001720155.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_wingfieldii	281	0.968965517	
GCA_001720195.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	ManuallyGetSpecies	0	0	
GCA_001720205.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_amylolentus	232	0.8	
GCA_001720235.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_amylolentus	282	0.972413793	
GCA_001720245.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_depauperatus	274	0.944827586	
GCA_001746955.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	Komagataella_phaffii	277	0.955172414	
GCA_001761485.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	Yarrowia_lipolytica	287	0.989655172	
GCA_001857865.1	0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia_sclerotiorum	288	0.993103448	
GCA_001879275.1	0	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta_ligniaria	287	0.989655172	
GCA_001882365.1	0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_vesiculosus	273	0.94137931	
GCA_001895945.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_pubescens	248	0.855172414	
GCA_001913855.2	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia_centrifuga	204	0.703448276	
GCA_001929475.1	0	Fungi	Ascomycota	Neolectomycetes	Neolectales	Neolectaceae	Neolecta	Neolecta_irregularis	234	0.806896552	
GCA_001950575.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_membranifaciens	206	0.710344828	
GCA_001953115.1	0	Fungi	Zoopagomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Smittium	Smittium_mucronatum	188	0.648275862	
GCA_001969505.1	0	Fungi	Zoopagomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Zancudomyces	Zancudomyces_culisetae	108	0.372413793	
GCA_001970855.1	0	Fungi	Zoopagomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Smittium	Smittium_culicis	145	0.5	
GCA_001970865.1	0	Fungi	Zoopagomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Smittium	Smittium_culicis	168	0.579310345	
GCA_001983325.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_kudriavzevii	252	0.868965517	
GCA_002003045.1	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula_edodes	233	0.803448276	
GCA_002006685.1	0	Fungi	Chytridiomycota	Chytridiomycetes	Rhizophydiales		Batrachochytrium	Batrachochytrium_salamandrivorans	224	0.772413793	
GCA_002007985.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Candida_boidinii	256	0.882758621	
GCA_002007995.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Candida_boidinii	245	0.844827586	
GCA_002008025.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Candida_boidinii	275	0.948275862	
GCA_002008065.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Candida_boidinii	273	0.94137931	
GCA_002008075.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Candida_boidinii	275	0.948275862	
GCA_002008085.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Candida_boidinii	276	0.951724138	
GCA_002008095.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Candida_boidinii	277	0.955172414	
GCA_002077065.1	0	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium_antarcticum	8	0.027586207	
GCA_002081675.1	0	Fungi	Microsporidia			Enterocytozoonidae	Enterocytozoon	Enterocytozoon_hepatopenaei	182	0.627586207	
GCA_002083735.1	0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus_microsporus	231	0.796551724	
GCA_002083745.1	0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus_microsporus	228	0.786206897	
GCA_002087875.1	0	Fungi	Microsporidia			Enterocytozoonidae	Hepatospora	Hepatospora_eriocheir	139	0.479310345	
GCA_002087885.1	0	Fungi	Microsporidia			Enterocytozoonidae	Hepatospora	Hepatospora_eriocheir	146	0.503448276	
GCA_002087915.1	0	Fungi	Microsporidia			Enterocytozoonidae	Enterospora	Enterospora_canceri	165	0.568965517	
GCA_002092935.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_coccinea	285	0.982758621	
GCA_002102555.1	0	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Catenariaceae	Catenaria	Catenaria_anguillulae	243	0.837931034	
GCA_002102565.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Kockovaella	Kockovaella_imperatae	281	0.968965517	
GCA_002104895.1	0	Fungi	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Anaeromyces	Anaeromyces_robustus	240	0.827586207	
GCA_002104905.1	0	Fungi	Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus_meristosporus	173	0.596551724	
GCA_002104935.1	0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Hesseltinella	Hesseltinella_vesiculosa	243	0.837931034	
GCA_002104945.1	0	Fungi	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Piromyces	Piromyces_finnis	246	0.848275862	
GCA_002104975.1	0	Fungi	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Neocallimastix	ManuallyGetSpecies	0	0	
GCA_002104985.1	0	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytriomycetaceae	Rhizoclosmatium	Rhizoclosmatium_globosum	241	0.831034483	
GCA_002104995.1	0	Fungi	Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Linderina	Linderina_pennispora	251	0.865517241	
GCA_002105055.1	0	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium_creatinivorum	268	0.924137931	
GCA_002105065.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Naemateliaceae	Naematelia	Naematelia_encephala	267	0.920689655	
GCA_002105105.1	0	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Protomyces	Protomyces_lactucaedebilis	274	0.944827586	
GCA_002105135.1	0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Syncephalastraceae	Syncephalastrum	Syncephalastrum_racemosum	237	0.817241379	
GCA_002105155.1	0	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Lobosporangium	Lobosporangium_transversale	234	0.806896552	
GCA_002105175.1	0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia_repens	149	0.513793103	
GCA_002117355.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Postia	Postia_placenta	273	0.94137931	
GCA_002120315.1	0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	ManuallyGetSpecies	0	0	
GCA_002127715.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	37	0.127586207	
GCA_002157105.1	0	Fungi	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Piromyces	Piromyces_sp_E2	174	0.6	
GCA_002166775.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_kudriavzevii	281	0.968965517	
GCA_002215705.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	285	0.982758621	
GCA_002215745.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	282	0.972413793	
GCA_002215755.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	ManuallyGetSpecies	0	0	
GCA_002215765.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	283	0.975862069	
GCA_002215775.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	285	0.982758621	
GCA_002215825.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	ManuallyGetSpecies	0	0	
GCA_002215835.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	286	0.986206897	
GCA_002215855.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	283	0.975862069	
GCA_002215885.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	286	0.986206897	
GCA_002216725.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	269	0.927586207	
GCA_002217545.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	281	0.968965517	
GCA_002220035.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	ManuallyGetSpecies	0	0	
GCA_002220045.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	285	0.982758621	
GCA_002220445.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	280	0.965517241	
GCA_002221985.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	283	0.975862069	
GCA_002222015.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	282	0.972413793	
GCA_002222025.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	282	0.972413793	
GCA_002222095.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	285	0.982758621	
GCA_002222115.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	283	0.975862069	
GCA_002222135.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	284	0.979310345	
GCA_002222145.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	285	0.982758621	
GCA_002222155.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	283	0.975862069	
GCA_002222165.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	ManuallyGetSpecies	0	0	
GCA_002222215.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	ManuallyGetSpecies	0	0	
GCA_002222225.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	283	0.975862069	
GCA_002222245.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	ManuallyGetSpecies	0	0	
GCA_002222255.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	284	0.979310345	
GCA_002222295.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	283	0.975862069	
GCA_002222315.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	286	0.986206897	
GCA_002222325.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	286	0.986206897	
GCA_002222335.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	286	0.986206897	
GCA_002222375.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	ManuallyGetSpecies	0	0	
GCA_002222385.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	284	0.979310345	
GCA_002222395.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	285	0.982758621	
GCA_002222405.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	285	0.982758621	
GCA_002222455.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	285	0.982758621	
GCA_002222465.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	286	0.986206897	
GCA_002222475.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	287	0.989655172	
GCA_002224005.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	287	0.989655172	
GCA_002234625.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	286	0.986206897	
GCA_002240705.1	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Elaphomycetaceae	Elaphomyces	Elaphomyces_granulatus	266	0.917241379	
GCA_002251995.2	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Wickerhamiella	Wickerhamiella_sorbophila	275	0.948275862	
GCA_002261195.1	0	Fungi	Mucoromycota	Endogonomycetes	Endogonales		Bifiguratus	Bifiguratus_adelaidae	220	0.75862069	
GCA_002276285.1	0	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Lomentospora	Lomentospora_prolificans	281	0.968965517	
GCA_002276475.2	0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Chlorociboriaceae	Chlorociboria	Chlorociboria_aeruginascens	274	0.944827586	
GCA_002286715.1	0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Dentipellis	Dentipellis_sp_KUC8613	287	0.989655172	
GCA_002287475.2	0	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Pyrrhoderma	Pyrrhoderma_noxium	274	0.944827586	
GCA_002307675.1	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria_solidipes	280	0.965517241	
GCA_002307695.1	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria_gallica	281	0.968965517	
GCA_002554575.1	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_thiersii	285	0.982758621	
GCA_002573605.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Polytolypa	Polytolypa_hystricis	285	0.982758621	
GCA_002705745.1	0	Fungi	Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Coemansia	Coemansia_reversa	266	0.917241379	
GCA_002708625.1	0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus_microsporus	238	0.820689655	
GCA_002760635.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma_sinense	256	0.882758621	
GCA_002794465.1	0	Fungi	Cryptomycota				Paramicrosporidium	ManuallyGetSpecies	0	0	
GCA_002812745.2	0	Fungi	Ascomycota	Leotiomycetes			Scytalidium	Scytalidium_lignicola	277	0.955172414	
GCA_002818225.1	0	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_vespertilionis	271	0.934482759	
GCA_002844615.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Cercospora_zeina	277	0.955172414	
GCA_002865625.1	0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha_hepaticicola	287	0.989655172	
GCA_002865655.1	0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha_variabilis	283	0.975862069	
GCA_002873125.1	0	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia_coronata	103	0.355172414	
GCA_002873275.1	0	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia_coronata	54	0.186206897	
GCA_002897155.1	0	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus_irregularis	243	0.837931034	
GCA_002897155.2	0	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus_irregularis	257	0.886206897	
GCA_002918395.1	0	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe_pulchra	275	0.948275862	
GCA_002920065.1	0	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia_striiformis	212	0.731034483	
GCA_002920205.1	0	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia_striiformis	223	0.768965517	
GCA_002922495.1	0	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_taiwanensis	266	0.917241379	
GCA_002938375.1	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe_cyanescens	280	0.965517241	
GCA_002938385.1	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Gymnopilus	Gymnopilus_dilepis	270	0.931034483	
GCA_002946385.1	0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Rutstroemia	Rutstroemia_sp_NJR2017a_WRK4	255	0.879310345	
GCA_002946415.1	0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Rutstroemia	Rutstroemia_sp_NJR2017a_BVV2	189	0.651724138	
